RBD,NOM_RBD,NOM_COM_RBD,lon,lat,Zona
1,LICEO POLITECNICO ARICA,ARICA,-70.294692,-18.4871859,Norte Grande
3,ESC. PEDRO VICENTE GUTIERREZ TORRES,ARICA,-70.3027753,-18.4869579,Norte Grande
4,LICEO OCTAVIO PALMA PEREZ,ARICA,-70.3079199,-18.4741696,Norte Grande
5,JOVINA NARANJO FERNANDEZ,ARICA,-70.3134525,-18.4768037,Norte Grande
7,L. POLI. ANTONIO VARAS DE LA BARRA,ARICA,-70.2879497,-18.4759464,Norte Grande
8,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,ARICA,-70.3173691,-18.4826722,Norte Grande
9,ESCUELA REPUBLICA DE ISRAEL,ARICA,-70.3027753,-18.4869579,Norte Grande
10,ESCUELA REPUBLICA DE FRANCIA,ARICA,-70.3089205,-18.4742235,Norte Grande
11,ESC. GRAL. PEDRO LAGOS MARCHANT,ARICA,-70.3115916,-18.4911091,Norte Grande
12,ESCUELA GRAL JOSE MIGUEL CARRERA,ARICA,-70.2939799,-18.4921091,Norte Grande
13,ESCUELA MANUEL RODRIGUEZ ERDOYZA,ARICA,-70.284364,-18.4810937,Norte Grande
14,ESCUELA ROMULO J. PENA MATURANA,ARICA,-70.2898409,-18.4812571,Norte Grande
15,LICEO ARTISTICO DR. JUAN NOE CREVANI,ARICA,-70.3010027,-18.4721469,Norte Grande
16,ESCUELA REGIMIENTO RANCAGUA,ARICA,-70.3088676,-18.4749112,Norte Grande
17,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,ARICA,-70.2911681,-18.4674828,Norte Grande
18,ESC. COMTE. JUAN JOSE SAN MARTIN,ARICA,-70.2873814,-18.4767764,Norte Grande
19,ESC. HUMBERTO VALENZUELA GARCIA,ARICA,-70.2919,-18.4746942,Norte Grande
20,ESCUELA TUCAPEL,ARICA,-70.2950403,-18.4799516,Norte Grande
22,ESCUELA GABRIELA MISTRAL,ARICA,-70.2908709,-18.4477318,Norte Grande
25,COLEGIO CENTENARIO DE ARICA,ARICA,-70.2931087,-18.4398155,Norte Grande
26,ESCUELA REPUBLICA DE ARGENTINA,ARICA,-70.3039305,-18.4782974,Norte Grande
27,ESCUELA ESMERALDA,ARICA,-70.3078845,-18.4832545,Norte Grande
28,ESCUELA RICARDO SILVA ARRIAGADA,ARICA,-70.2944621,-18.4849429,Norte Grande
29,ESCUELA AMERICA,ARICA,-70.282653,-18.4776808,Norte Grande
31,ESCUELA DARIO SALAS DIAZ,ARICA,-70.2941695,-18.4829196,Norte Grande
32,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,ARICA,-70.1784405,-18.5193336,Norte Grande
33,ESCUELA CARLOS CONDELL DE LA HAZA,ARICA,-70.2253391,-18.4168696,Norte Grande
35,ESCUELA GRAL. MANUEL BAQUEDANO,ARICA,-70.3185446,-18.4794324,Norte Grande
36,ESCUELA IGNACIO CARRERA PINTO,ARICA,-70.2840039,-18.4966002,Norte Grande
38,ESCUELA ESPA�A,ARICA,-70.2908709,-18.4477318,Norte Grande
39,ESCUELA PAMPA ALGODONAL,ARICA,-69.9654236,-18.5777823,Norte Grande
41,ESCUELA VALLE DE CHACA,ARICA,-70.136249,-18.8281505,Norte Grande
42,ESCUELA MOLINOS LLUTA,ARICA,-70.282653,-18.4776808,Norte Grande
45,COLEGIO ITALIANO SANTA ANA,ARICA,-70.3141224,-18.4829848,Norte Grande
50,COLEGIO ADVENTISTA DE ARICA,ARICA,-70.2670111,-18.4937911,Norte Grande
52,LICEO DOMINGO SANTA MARIA,ARICA,-70.3031501,-18.4685725,Norte Grande
56,COLEGIO SAN MARCOS DE ARICA,ARICA,-70.304394,-18.4705948,Norte Grande
59,COLEGIO SAN JORGE,ARICA,-70.2715083,-18.4958311,Norte Grande
60,COLEGIO ALEMAN DE ARICA,ARICA,-70.2803393,-18.49222,Norte Grande
67,ABRAHAM LINCOLN SCHOOL,ARICA,-70.3148742,-18.4815407,Norte Grande
69,JUNIOR COLLEGE,ARICA,-70.2913367,-18.4640657,Norte Grande
70,ESCUELA VALLE DE ESQUINA,CAMARONES,-106.4169425,23.2368179,Norte Grande
72,LICEO  VALLE DE CODPA,CAMARONES,-69.7438561,-18.833134,Norte Grande
73,ESCUELA VALLE DE COBIJA,CAMARONES,-68.7810767,-11.0343921,Norte Grande
74,ESCUELA VALLE DE CAMARONES,CAMARONES,-106.4169425,23.2368179,Norte Grande
75,ESCUELA VALLE DE GUANACAGUA,CAMARONES,-69.7441721,-18.8329163,Norte Grande
76,ESCUELA VALLE DE CUYA,CAMARONES,-70.136249,-18.8281505,Norte Grande
78,LICEO GRANADEROS,PUTRE,-69.5618747,-18.1959229,Norte Grande
79,ESCUELA EL MARQUEZ,PUTRE,-69.5618747,-18.1959229,Norte Grande
81,ESCUELA PAYACHATAS,PUTRE,-69.5618747,-18.1959229,Norte Grande
82,ESCUELA SAN FRANCISCO DE ASIS,PUTRE,-69.6024292,-18.2633526,Norte Grande
83,ESCUELA COTA COTANI,PUTRE,-69.198865,-18.055528,Norte Grande
84,ESCUELA LOS ALAMOS,PUTRE,-69.5618747,-18.1959229,Norte Grande
86,ESCUELA SAN SANTIAGO DE BELEN,PUTRE,-69.4790589,-17.5947636,Norte Grande
87,ESCUELA ANCOLACANE,GENERAL LAGOS,-60.566735,-33.110647,Zona Central
88,ESCUELA ALCERRECA,GENERAL LAGOS,-69.6598681,-17.9921672,Norte Grande
89,ESCUELA HUMAPALCA,GENERAL LAGOS,-69.7042987,-17.8336252,Norte Grande
90,ESCUELA INTERNADO VISVIRI,GENERAL LAGOS,-69.4790589,-17.5947636,Norte Grande
91,ESCUELA COSAPILLA,GENERAL LAGOS,-69.4790589,-17.5947636,Norte Grande
92,ESCUELA CHISLLUMA,GENERAL LAGOS,-69.6883907,-17.6970132,Norte Grande
93,ESCUELA CHUJLLUTA,GENERAL LAGOS,-60.566735,-33.110647,Zona Central
94,ESCUELA GUACOYO,GENERAL LAGOS,-69.3658118,-17.7508582,Norte Grande
95,ESCUELA COLPITAS,GENERAL LAGOS,-69.4545141,-17.9562255,Norte Grande
97,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,IQUIQUE,-70.1531,-20.220035,Norte Grande
103,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,IQUIQUE,-70.1383053,-20.2208443,Norte Grande
106,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,IQUIQUE,-70.1264572,-20.2943058,Norte Grande
107,LICEO LIBERT. GRAL.BERNARDO O�HIGGINS,IQUIQUE,-70.1522166,-20.2198139,Norte Grande
108,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,IQUIQUE,-70.1487297,-20.2254659,Norte Grande
109,LICEO ELENA DUVAUCHELLE CABEZON,IQUIQUE,-70.1531714,-20.2169387,Norte Grande
110,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,IQUIQUE,-70.1467326,-20.217604,Norte Grande
111,ESCUELA GABRIELA MISTRAL,IQUIQUE,-70.1417135,-20.2257982,Norte Grande
112,ESCUELA EDUARDO LLANOS,IQUIQUE,-70.1357802,-20.2146638,Norte Grande
113,ESCUELA ALMIRANTE PATRICIO LYNCH,IQUIQUE,-70.1375756,-20.2321998,Norte Grande
114,ESCUELA PLACIDO VILLARROEL,IQUIQUE,-70.1441852,-20.2205175,Norte Grande
116,COLEGIO REPUBLICA DE CROACIA,IQUIQUE,-70.1350917,-20.2273547,Norte Grande
117,ESCUELA PAULA JARAQUEMADA ALQUIZAR,IQUIQUE,-70.1460224,-20.2203601,Norte Grande
119,ESCUELA CENTENARIO,IQUIQUE,-70.145106,-20.2135898,Norte Grande
122,ESCUELA THILDA PORTILLO OLIVARES,IQUIQUE,-70.1411735,-20.2359443,Norte Grande
123,COLEGIO ESPANA,IQUIQUE,-70.128888,-20.2398681,Norte Grande
124,LICEO LUIS CRUZ MARTINEZ,IQUIQUE,-70.1378385,-20.2419335,Norte Grande
125,ESCUELA PROFESOR MANUEL CASTRO RAMOS,IQUIQUE,-70.1385337,-20.2455992,Norte Grande
126,COLEGIO REPUBLICA DE ITALIA,IQUIQUE,-70.13149,-20.2436,Norte Grande
127,LICEO MARIA AUXILIADORA,IQUIQUE,-70.1485264,-20.2221964,Norte Grande
129,LICEO SUPERIOR GABRIELA MISTRAL,IQUIQUE,-70.1417135,-20.2257982,Norte Grande
130,COLEGIO NORTH COLLEGE,IQUIQUE,-70.1442084,-20.22344,Norte Grande
131,LICEO PARTICULAR MIXTO ESCASCE,IQUIQUE,-70.1482274,-20.2244828,Norte Grande
132,LICEO ACADEMIA IQUIQUE,IQUIQUE,-70.1480662,-20.2195664,Norte Grande
133,COLEGIO ADVENTISTA DE IQUIQUE,IQUIQUE,-70.1485044,-20.2251836,Norte Grande
134,LICEO ATENEA,IQUIQUE,-70.15431,-20.21563,Norte Grande
144,COLEGIO IQUIQUE YOUNG SCHOOL,IQUIQUE,-70.1431817,-20.2237091,Norte Grande
154,ESCUELA BASICA FRONTERIZA,HUARA,-84.1799675,39.7393,Norte Grande
156,ESCUELA PISAGUA,HUARA,-70.2126125,-19.5980268,Norte Grande
158,ESCUELA CHIAPA,HUARA,-69.2061866,-19.5367303,Norte Grande
159,ESCUELA JAINA,HUARA,-69.2462213,-19.5552107,Norte Grande
160,ESCUELA PACHICA,HUARA,-69.4317161,-19.8660438,Norte Grande
161,LICEO DE HUARA,HUARA,-69.7729053,-19.9968869,Norte Grande
162,ESCUELA SIBAYA,HUARA,-69.1738372,-19.7832665,Norte Grande
165,ESCUELA CHUSMIZA,HUARA,-106.4472997,31.7595457,Norte Grande
167,ESCUELA CAMINA,CAMI�A,-102.065054,26.9834945,Norte Grande
168,ESCUELA CUISAMA,CAMI�A,-70.142553,-20.212127,Norte Grande
169,ESCUELA QUISTAGAMA,CAMI�A,-69.4276536,-19.3116567,Norte Grande
170,ESCUELA NAMA,CAMI�A,-69.4276536,-19.3116567,Norte Grande
171,ESCUELA APAMILCA,CAMI�A,-70.1279963,-20.2336135,Norte Grande
172,ESCUELA CHAPIQUILTA,CAMI�A,-69.3238302,-20.4876959,Norte Grande
173,ESCUELA MOQUELLA,CAMI�A,-69.4276536,-19.3116567,Norte Grande
174,ESCUELA FRANCIA,CAMI�A,-69.4276536,-19.3116567,Norte Grande
175,ESCUELA YALA YALA,CAMI�A,-65.1847196,-23.4364741,Norte Grande
177,ESCUELA BASICA CARIQUIMA,COLCHANE,-68.6438216,-19.4689572,Norte Grande
178,LICEO TECNICO PROFESIONAL COLCHANE,COLCHANE,-68.6388049,-19.2761393,Norte Grande
179,ESCUELA BASICA MAUQUE,COLCHANE,-68.8803248,-19.3212388,Norte Grande
185,ESCUELA BASICA PISIGA-CHOQUE,COLCHANE,-68.65,-19.2667,Norte Grande
186,ESCUELA BASICA ENQUELGA,COLCHANE,-68.639615,-19.276402,Norte Grande
187,ESCUELA VERTIENTE DEL SABER,PICA,-69.3238302,-20.4876959,Norte Grande
188,ESC. MATILLA DE NUEVA EXTREMADURA,PICA,-69.3598297,-20.512914,Norte Grande
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,POZO ALMONTE,-69.7850832,-20.2531601,Norte Grande
192,ESCUELA BASICA MAMINA,POZO ALMONTE,-69.7860127,-20.2567092,Norte Grande
193,ESCUELA BASICA POZO ALMONTE,POZO ALMONTE,-69.7870838,-20.2516141,Norte Grande
195,ESCUELA BASICA LA TIRANA,POZO ALMONTE,-69.7860127,-20.2567092,Norte Grande
196,ESCUELA BASICA HUATACONDO,POZO ALMONTE,-69.655163,-20.3379014,Norte Grande
198,ESCUELA BASICA LA HUAYCA,POZO ALMONTE,-69.7860127,-20.2567092,Norte Grande
199,LICEO DOMINGO LATRILLE LASTAUNOU,TOCOPILLA,-70.1943618,-22.0881849,Norte Grande
200,LICEO POLITECNICO DIEGO PORTALES P.,TOCOPILLA,-70.1957206,-22.0850527,Norte Grande
201,ESCUELA CARLOS CONDELL DE LA HAZA,TOCOPILLA,-70.203479,-22.0939487,Norte Grande
203,ESCUELA PABLO NERUDA,TOCOPILLA,-70.1930064,-22.0857976,Norte Grande
204,ESCUELA L.GRAL.BERNARDO O�HIGGINS R.,TOCOPILLA,-70.1895619,-22.0857129,Norte Grande
205,ESCUELA ARTURO PRAT CHACON,TOCOPILLA,-70.1951312,-22.0887653,Norte Grande
206,ESCUELA ESTADOS UNIDOS DE NORTEAMERICA,TOCOPILLA,-70.2100916,-22.1085478,Norte Grande
208,COLEGIO SAGRADA FAMILIA,TOCOPILLA,-70.2048066,-22.0946485,Norte Grande
210,ESCUELA ARTURO PEREZ CANTO,MARIA ELENA,-69.6666546,-22.3454117,Norte Grande
211,LICEO  H.C. T.P.  MARIA ELENA,MARIA ELENA,-84.1799675,39.7393,Norte Grande
214,ESCUELA IGNACIO CARRERA PINTO,MARIA ELENA,-69.5348314,-21.6608437,Norte Grande
217,LICEO LUIS CRUZ MARTINEZ,CALAMA,-68.9263752,-22.4548897,Norte Grande
218,LICEO FRANCISCO DE AGUIRRE,CALAMA,-68.9317048,-22.4582277,Norte Grande
219,LICEO POLITECNICO CESAREO AGUIRRE G.,CALAMA,-68.9205004,-22.4584761,Norte Grande
220,LICEO MINERO AM�RICA,CALAMA,-68.924631,-22.4378814,Norte Grande
222,CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A,CALAMA,-68.9244206,-22.4602889,Norte Grande
223,ESCUELA CLAUDIO ARRAU,CALAMA,-68.9261393,-22.4493753,Norte Grande
224,ESCUELA GRECIA,CALAMA,-68.9341601,-22.4603655,Norte Grande
225,ESCUELA REPUBLICA DE BOLIVIA,CALAMA,-68.928772,-22.462751,Norte Grande
226,ESCUELA BASICA EMILIO SOTOMAYOR,CALAMA,-68.922965,-22.4386569,Norte Grande
227,ESCUELA BASICA PRESIDENTE BALMACEDA,CALAMA,-68.9231805,-22.4591917,Norte Grande
228,ESCUELA BASICA VADO DE TOPATER,CALAMA,-68.9299357,-22.4765854,Norte Grande
229,ESCUELA REPUBLICA DE CHILE,CALAMA,-68.9073076,-22.4437172,Norte Grande
230,ESCUELA BASICA ANDRES BELLO,CALAMA,-68.9179019,-22.456212,Norte Grande
231,ESCUELA BASICA JOHN FITZGERALD KENNEDY,CALAMA,-68.9201446,-22.4545206,Norte Grande
232,ESCUELA BASICA PEDRO VERGARA KELLER,CALAMA,-68.9327718,-22.4420351,Norte Grande
239,ESCUELA BASICA 21 DE MAYO,CALAMA,-68.932142,-22.4508041,Norte Grande
240,ESCUELA BASICA REPUBLICA DE FRANCIA,CALAMA,-68.9325445,-22.4745107,Norte Grande
243,ESCUELA BASICA PUKARA,CALAMA,-68.9073076,-22.4437172,Norte Grande
246,ESCUELA BASICA SENORA DE LA CANDELARIA,CALAMA,-68.928772,-22.462751,Norte Grande
248,ESCUELA BASICA SAN JOSE,CALAMA,-68.9261393,-22.4493753,Norte Grande
252,ESCUELA BASICA SAN FRANCISCO,CALAMA,-68.6502955,-22.3426366,Norte Grande
253,COLEGIO ADVENTISTA DE CALAMA,CALAMA,-68.9268497,-22.4655173,Norte Grande
254,FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA,CALAMA,-68.9277027,-22.4619514,Norte Grande
255,COLEGIO  EJERCITO DE SALVACION,CALAMA,-68.9306503,-22.459896,Norte Grande
256,INSTITUTO OBISPO SILVA LEZAETA,CALAMA,-68.9265124,-22.4695469,Norte Grande
257,COLEGIO CHUQUICAMATA,CALAMA,-68.9116104,-22.4785154,Norte Grande
268,ESC. BASICA RURAL SAN ANTONIO DE PADUA,OLLAG�E,-68.2551343,-21.2248711,Norte Grande
269,ESCUELA BASICA SAN PEDRO DE ATACAMA,SAN PEDRO DE ATACAMA,-68.1967092,-22.9125174,Norte Grande
270,COMPLEJO EDUCACIONAL TOCONAO,SAN PEDRO DE ATACAMA,-68.0058225,-23.1912421,Norte Grande
271,ESCUELA BASICA CAMAR,SAN PEDRO DE ATACAMA,-67.9602785,-23.4071264,Norte Grande
273,ESCUELA BASICA SOLOR,SAN PEDRO DE ATACAMA,-68.1967092,-22.9125174,Norte Grande
274,ESCUELA BASICA SAN ROQUE,SAN PEDRO DE ATACAMA,-57.4849141,-25.3896528,Norte Grande
275,ESCUELA BASICA ANDINA,SAN PEDRO DE ATACAMA,-68.1967092,-22.9125174,Norte Grande
276,ESCUELA BASICA TALABRE,SAN PEDRO DE ATACAMA,-67.836965,-23.3241106,Norte Grande
277,ESCUELA BASICA SAN BARTOLOME,SAN PEDRO DE ATACAMA,-68.2005081,-22.9108639,Norte Grande
279,LICEO INDUSTRIAL EULOGIO GORDO MONEO,ANTOFAGASTA,-70.3829086,-23.6138103,Norte Grande
280,LICEO COMERCIAL JERARDO MUNOZ CAMPOS,ANTOFAGASTA,-70.3992404,-23.6525124,Norte Grande
282,LICEO A. RENDIC I. ANEXO C. REHABILIT. SOCIAL,ANTOFAGASTA,-70.3975022,-23.6509279,Norte Grande
283,LICEO TECNICO ANTOFAGASTA,ANTOFAGASTA,-70.4019402,-23.6506867,Norte Grande
284,LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA,ANTOFAGASTA,-70.3988589,-23.6536087,Norte Grande
285,LICEO MARTA NAREA DIAZ,ANTOFAGASTA,-70.4007587,-23.6507358,Norte Grande
286,LICEO LA PORTADA,ANTOFAGASTA,-70.38216,-23.609262,Norte Grande
287,LICEO DOMINGO HERRERA RIVERA,ANTOFAGASTA,-70.387587,-23.6307298,Norte Grande
288,ESCUELA JAPON,ANTOFAGASTA,-70.3798928,-23.626147,Norte Grande
289,ESCUELA ESPANA,ANTOFAGASTA,-70.3781722,-23.6201389,Norte Grande
291,ESCUELA PADRE GUSTAVO LE PAIGE WALQUE,ANTOFAGASTA,-70.3824436,-23.6183805,Norte Grande
292,ESCUELA REPUBLICA DE ITALIA,ANTOFAGASTA,-70.3860065,-23.6279636,Norte Grande
293,ESCUELA JOSE PAPIC RADNIC,ANTOFAGASTA,-70.381165,-23.596278,Norte Grande
294,ESCUELA PROFESORA LJUBICA DOMIC WUTH,ANTOFAGASTA,-70.399488,-23.65208,Norte Grande
296,ESCUELA REPUBLICA DE LOS ESTADOS UNIDOS,ANTOFAGASTA,-70.3958021,-23.6579818,Norte Grande
297,ESCUELA ALCALDE MAXIMILIANO POBLETE,ANTOFAGASTA,-70.3966593,-23.6608371,Norte Grande
298,ESCUELA DARIO SALAS DIAZ,ANTOFAGASTA,-70.3966737,-23.6615326,Norte Grande
301,ESCUELA ROMULO J. PENA MATURANA,ANTOFAGASTA,-70.384657,-23.643803,Norte Grande
302,ESCUELA JUAN LOPEZ,ANTOFAGASTA,-70.3914,-23.66121,Norte Grande
303,ESCUELA REPUBLICA ARGENTINA,ANTOFAGASTA,-70.3932523,-23.6287057,Norte Grande
304,LICEO BICENTENARIO ANDRES SABELLA,ANTOFAGASTA,-70.4100566,-23.6750595,Norte Grande
305,ESCUELA HUMBERTO GONZALEZ ECHEGOYEN,ANTOFAGASTA,-70.3834654,-23.5893047,Norte Grande
306,ESCUELA HUANCHACA,ANTOFAGASTA,-70.390812,-23.640571,Norte Grande
310,ESCUELA CLAUDIO MATTE PEREZ,ANTOFAGASTA,-70.3875409,-23.6370852,Norte Grande
312,ESCUELA ECUADOR,ANTOFAGASTA,-70.3949877,-23.6352077,Norte Grande
313,ESCUELA ARTURO PRAT,ANTOFAGASTA,-70.382332,-23.606935,Norte Grande
315,ESCUELA HEROES DE LA CONCEPCION,ANTOFAGASTA,-70.3877186,-23.6257773,Norte Grande
316,ESCUELA LAS AMERICAS PROFESOR JUSTO VALLADARES ORELLANA,ANTOFAGASTA,-70.3890987,-23.6056396,Norte Grande
317,ESCUELA LAS ROCAS,ANTOFAGASTA,-70.3937159,-23.5892476,Norte Grande
318,ESCUELA EDDA CUNEO DONNAGIO,ANTOFAGASTA,-70.4334407,-23.4345103,Norte Grande
319,ESCUELA LA BANDERA,ANTOFAGASTA,-70.377917,-23.5997911,Norte Grande
320,ESCUELA ARMANDO CARRERA GONZALEZ,ANTOFAGASTA,-70.4014964,-23.6672711,Norte Grande
322,ESCUELA GENERAL MANUEL BAQUEDANO,ANTOFAGASTA,-70.3855892,-23.6232342,Norte Grande
324,ESCUELA FUNDACION MINERA ESCONDIDA,ANTOFAGASTA,-70.3723542,-23.6181111,Norte Grande
326,ESCUELA SANTIAGO AMENGUAL B.,ANTOFAGASTA,-70.3786798,-23.6281633,Norte Grande
329,INSTITUTO CIENT�FICO EDUCACIONAL JOS� MAZA SANCHO,ANTOFAGASTA,-70.4099752,-23.6939542,Norte Grande
332,ESCUELA GABRIELA MISTRAL,ANTOFAGASTA,-70.3741242,-23.5959901,Norte Grande
335,COLEGIO EVANGELICO JOSE LANCASTER,ANTOFAGASTA,-70.388272,-23.6612516,Norte Grande
336,LICEO EXPERIMENTAL ARTISTICO-APLICACION,ANTOFAGASTA,-70.4006385,-23.6551588,Norte Grande
337,COLEGIO SANTA TERESITA,ANTOFAGASTA,-70.3917311,-23.65042,Norte Grande
341,COLEGIO PARTICULAR ADVENTISTA,ANTOFAGASTA,-70.3950042,-23.6329746,Norte Grande
342,COLEGIO INGLES SAN JOSE,ANTOFAGASTA,-70.40074,-23.6656463,Norte Grande
343,ESCUELA PRESBITERIANA,ANTOFAGASTA,-70.395173,-23.6546853,Norte Grande
344,COLEGIO SANTA EMILIA,ANTOFAGASTA,-70.379629,-23.5893002,Norte Grande
350,COLEGIO LIDIA MORENO,ANTOFAGASTA,-70.3970313,-23.6565394,Norte Grande
355,COLEGIO BINACIONAL CHILENO AMERICANO DE ANTOFAGASTA(EX INS. CHILENO NORTEAMERICANO CULTURA),ANTOFAGASTA,-70.402431,-23.6620028,Norte Grande
356,COLEGIO CORAZON DE MARIA,ANTOFAGASTA,-70.3970766,-23.6577702,Norte Grande
358,INS. SANTA MARIA,ANTOFAGASTA,-70.3953487,-23.6529424,Norte Grande
361,COL. THE ANTOFAGASTA BRITISH SCHOOL,ANTOFAGASTA,-70.4101368,-23.6775672,Norte Grande
364,COL. ANTOFAGASTA,ANTOFAGASTA,-70.3975022,-23.6509279,Norte Grande
365,COLEGIO EAGLE SCHOOL,ANTOFAGASTA,-70.3922876,-23.6470168,Norte Grande
366,HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA),ANTOFAGASTA,-70.396967,-23.6542666,Norte Grande
367,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,MEJILLONES,-70.4413045,-23.105631,Norte Grande
368,ESCUELA BASICA JULIA HERRERA VARAS,MEJILLONES,-70.4473407,-23.103907,Norte Grande
369,ESCUELA LUCILA GODOY ALCAYAGA,MEJILLONES,-71.2991172,-29.9736471,Norte Chico
370,ESCUELA ESTACION BAQUEDANO,SIERRA GORDA,-69.8453973,-23.3352438,Norte Grande
371,ESCUELA CARACOLES,SIERRA GORDA,-69.3201906,-22.8914188,Norte Grande
372,LICEO POLITECNICO JOSE MIGUEL QUIROZ,TALTAL,-70.4747844,-25.4023251,Norte Grande
373,LICEO JUAN CORTES-MONROY CORTES,TALTAL,-70.4849194,-25.4069364,Norte Grande
374,ESCUELA HOGAR VICTORIANO QUINTEROS SOTO,TALTAL,-70.4803027,-25.406494,Norte Grande
375,ESCUELA VICTOR CARVAJAL MEZA,TALTAL,-70.4876876,-25.4070342,Norte Grande
377,ESCUELA PARANAL,TALTAL,-70.4038889,-24.6272222,Norte Grande
379,LICEO FEDERICO VARELA,CHA�ARAL,-70.6155946,-26.3454489,Norte Chico
380,ESCUELA BASICA DIEGO PORTALES PALAZUELOS,CHA�ARAL,-70.6163631,-26.3400622,Norte Chico
381,ESCUELA BASICA PEDRO LUJAN,CHA�ARAL,-70.6163631,-26.3400622,Norte Chico
382,ESCUELA BASICA GASPAR CABRALES,CHA�ARAL,-70.6430571,-26.3620591,Norte Chico
384,LICEO MANUEL MAGALHAES MEDLING,DIEGO DE ALMAGRO,-70.055599,-26.3929906,Norte Chico
386,ESCUELA ALIRO LAMAS CASTILLO,DIEGO DE ALMAGRO,-70.0457262,-26.3879353,Norte Chico
387,ESC. BASICA EMPERATRIZ SEPULVEDA LANDEROS,DIEGO DE ALMAGRO,-75.7506114,39.6779504,Norte Grande
390,ESCUELA COEDUCACIONAL PARTICULAR,DIEGO DE ALMAGRO,-70.6742837,-33.4387773,Zona Central
392,LICEO DIEGO DE ALMEIDA,DIEGO DE ALMAGRO,-69.6264832,-26.249551,Norte Chico
396,INSTITUTO COMERCIAL ALEJANDRO RIVERA DIAZ,COPIAPO,-70.3345114,-27.3639791,Norte Chico
397,LICEO T�CNICO PROFESIONAL EDWIN LATORRE RIVERO,COPIAPO,-70.3321587,-27.3665763,Norte Chico
399,LICEO JOSE ANTONIO CARVAJAL,COPIAPO,-70.3275415,-27.3743388,Norte Chico
400,LICEO MERCEDES FRITIS MACKENNEY,COPIAPO,-70.32537,-27.36962,Norte Chico
401,ESCUELA BERNARDO O HIGGINS,COPIAPO,-70.3292632,-27.3625725,Norte Chico
403,ESCUELA LAURA ROBLES SILVA,COPIAPO,-70.3061251,-27.373666,Norte Chico
405,ESCUELA LOS ESTANDARTES,COPIAPO,-70.3133966,-27.3697582,Norte Chico
406,ESCUELA VICENTE SEPULVEDA ROJO,COPIAPO,-70.3225486,-27.3564429,Norte Chico
407,ESCUELA JESUS FERNANDEZ HIDALGO,COPIAPO,-70.337874,-27.375051,Norte Chico
408,ESCUELA PEDRO LEON GALLO,COPIAPO,-70.3243417,-27.3616489,Norte Chico
410,ESCUELA JOSE MANSO DE VELASCO,COPIAPO,-70.318583,-27.363224,Norte Chico
411,ESCUELA LAS CANTERAS,COPIAPO,-70.3202318,-27.3703892,Norte Chico
413,ESCUELA LAS BRISAS,COPIAPO,-70.3311156,-27.3557636,Norte Chico
415,LICEO DE MUSICA,COPIAPO,-70.3280611,-27.374038,Norte Chico
416,ESCUELA ABRAHAM SEPULVEDA PIZARRO,COPIAPO,-70.3465684,-27.3577861,Norte Chico
417,COLEGIO BUEN PASTOR,COPIAPO,-70.3281468,-27.3711584,Norte Chico
418,ESCUELA ISABEL PENA MORALES,COPIAPO,-70.3077419,-27.3839355,Norte Chico
419,ESCUELA HERNAN MARQUEZ HUERTA,COPIAPO,-70.2729968,-27.4131282,Norte Chico
420,LICEO FERNANDO ARIZT�A RUIZ,COPIAPO,-70.2696009,-27.4063753,Norte Chico
421,ESCUELA BRUNO ZAVALA FREDES,COPIAPO,-70.3194885,-27.3820247,Norte Chico
423,ESCUELA SAN PEDRO,COPIAPO,-70.3152481,-27.3676952,Norte Chico
427,ESCUELA LUIS CRUZ MARTINEZ,COPIAPO,-70.2984978,-27.3932187,Norte Chico
429,LICEO CATOLICO ATACAMA,COPIAPO,-70.3380086,-27.3679983,Norte Chico
430,LICEO POLITECNICO BELEN,COPIAPO,-70.333389,-27.3615107,Norte Chico
431,LICEO SAGRADO CORAZON,COPIAPO,-70.3378736,-27.3665249,Norte Chico
433,COLEGIO ADVENTISTA DE COPIAPO,COPIAPO,-70.3270475,-27.3696876,Norte Chico
434,ESCUELA SAN VICENTE DE PAUL,COPIAPO,-70.3147562,-27.3671394,Norte Chico
437,ESCUELA TECNICO PROFESIONAL,COPIAPO,-70.345781,-27.362421,Norte Chico
438,LICEO MANUEL BLANCO ENCALADA,CALDERA,-70.8259307,-27.0728445,Norte Chico
439,ESCUELA TOTORAL,COPIAPO,-70.3243417,-27.3616489,Norte Chico
440,COLEGIO PARROQUIAL PADRE NEGRO,CALDERA,-70.8104955,-27.0691973,Norte Chico
441,ESCUELA DE CONCENTRACION,TIERRA AMARILLA,-70.265616,-27.47971,Norte Chico
